filename,pdf_path,pages,text_chars,ocr_confidence,date_processed
NorthMaluku_PleistoceneHolocene_Caves,data/google-drive-pdfs/NorthMaluku_PleistoceneHolocene_Caves.pdf,12,49645,0.00,2026-03-25T20:17:49.708173
OConnor2006UnpackingISEANeolithic,data/google-drive-pdfs/OConnor2006UnpackingISEANeolithic.pdf,32,102569,0.00,2026-03-25T20:17:49.708581
OConnoretal.2017-CAJ_ideology_ritual_Kisar,data/google-drive-pdfs/OConnoretal.2017-CAJ_ideology_ritual_Kisar.pdf,18,45861,0.00,2026-03-25T20:17:49.708860
Observations_on_the_Northern_Moluccan_excavated_an,data/google-drive-pdfs/Observations_on_the_Northern_Moluccan_excavated_an.pdf,33,79824,0.00,2026-03-25T20:17:49.709207
Obsidian_SEAsia,data/google-drive-pdfs/Obsidian_SEAsia.pdf,9,62915,0.00,2026-03-25T20:17:49.709518
Okupasi Dolina Kidang 121219 small,data/google-drive-pdfs/Okupasi Dolina Kidang 121219 small.pdf,202,0,0.00,2026-03-25T20:17:49.709829
Oldest_human_occupation_of_Wallacea_at_Laili_Cave_,data/google-drive-pdfs/Oldest_human_occupation_of_Wallacea_at_Laili_Cave_.pdf,16,76403,0.00,2026-03-25T20:17:49.710195
OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160,data/google-drive-pdfs/OnoPawlik2024_ThePrehistoryofHumanMigration_IntechOpen_105160.pdf,185,475655,0.00,2026-03-25T20:17:49.711618
Onto_Bantaeng_Sul,data/google-drive-pdfs/Onto_Bantaeng_Sul.pdf,15,40921,0.00,2026-03-25T20:17:49.711943
Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1,data/google-drive-pdfs/Osteobiografi_Rangka_Manusia_Situs_Liang_Bangkai_1.pdf,21,57790,0.00,2026-03-25T20:17:49.712280
"Out of Africa I The First Hominin Colonization of Eurasia (Meave Leakey, Lars Werdelin (auth.) etc.) (z-lib.org)","data/google-drive-pdfs/Out of Africa I The First Hominin Colonization of Eurasia (Meave Leakey, Lars Werdelin (auth.) etc.) (z-lib.org).pdf",304,1353036,0.00,2026-03-25T20:17:49.715504
OutofAfricaintoAsiaRoutes,data/google-drive-pdfs/OutofAfricaintoAsiaRoutes.pdf,14,114785,0.00,2026-03-25T20:17:49.715962
OutofTaiwan_austronesian_LiangdaoMan,data/google-drive-pdfs/OutofTaiwan_austronesian_LiangdaoMan.pdf,11,55548,0.00,2026-03-25T20:17:49.716447
PAy_Neolithic,data/google-drive-pdfs/PAy_Neolithic.pdf,23,51475,0.00,2026-03-25T20:17:49.716719
PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA-2,data/google-drive-pdfs/PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA-2.pdf,12,37011,0.00,2026-03-25T20:17:49.717017
PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA,data/google-drive-pdfs/PELESTARIAN_GUA-GUA_PRASEJARAH_DI_KAWASAN_KARST_SA.pdf,12,37581,0.00,2026-03-25T20:17:49.717291
PENELITIAN-SITUS-GUA-HUNIAN-DI-KAWASAN-KARST-MANTEWE-KABUPATEN-TANAH-BUMBU-KALIMANTAN-SELATAN-,data/google-drive-pdfs/PENELITIAN-SITUS-GUA-HUNIAN-DI-KAWASAN-KARST-MANTEWE-KABUPATEN-TANAH-BUMBU-KALIMANTAN-SELATAN-.pdf,18,0,0.00,2026-03-25T20:17:49.717570
PT-Semen-ENG,data/google-drive-pdfs/PT-Semen-ENG.pdf,21,42894,0.00,2026-03-25T20:17:49.717900
PacitanSites,data/google-drive-pdfs/PacitanSites.pdf,9,29908,0.00,2026-03-25T20:17:49.718103
PainHakka_flores_Neolithic,data/google-drive-pdfs/PainHakka_flores_Neolithic.pdf,18,46178,0.00,2026-03-25T20:17:49.718378
"Painted Sites, Sacred Sites_NHT","data/google-drive-pdfs/Painted Sites, Sacred Sites_NHT.pdf",576,797772,0.00,2026-03-25T20:17:49.720524
Palaeoenvironments_and_hominin_evolutionary_dynami,data/google-drive-pdfs/Palaeoenvironments_and_hominin_evolutionary_dynami.pdf,14,73881,0.00,2026-03-25T20:17:49.721043
Palaeolithic_seafaring_in_East_Asia_testing_the_ba,data/google-drive-pdfs/Palaeolithic_seafaring_in_East_Asia_testing_the_ba.pdf,18,43200,0.00,2026-03-25T20:17:49.721308
Paleoenvironmental Conditions Paleolithic Java,data/google-drive-pdfs/Paleoenvironmental Conditions Paleolithic Java.pdf,8,34024,0.00,2026-03-25T20:17:49.721558
Paleolithic Fauna,data/google-drive-pdfs/Paleolithic Fauna.pdf,6,35007,0.00,2026-03-25T20:17:49.721763
PaleolithicChronologyIndonesia,data/google-drive-pdfs/PaleolithicChronologyIndonesia.pdf,4,28287,0.00,2026-03-25T20:17:49.721998
Pasemah_StoneBurial,data/google-drive-pdfs/Pasemah_StoneBurial.pdf,15,27771,0.00,2026-03-25T20:17:49.722243
Pattuku_BalangMettiCave_Sulawesi,data/google-drive-pdfs/Pattuku_BalangMettiCave_Sulawesi.pdf,12,29046,0.00,2026-03-25T20:17:49.722673
PawonMan,data/google-drive-pdfs/PawonMan.pdf,10,22174,0.00,2026-03-25T20:17:49.722790
"Penelusuran Sejarah Peradaban Jakarta by Susanto Zuhdi, Hasan Djafar, Yasmine Zaki Shahab, Andi Sopandi, Siti Gomo Attas, Muhammad Iskandar, Yahya Andi Saputra (z-lib.org)","data/google-drive-pdfs/Penelusuran Sejarah Peradaban Jakarta by Susanto Zuhdi, Hasan Djafar, Yasmine Zaki Shahab, Andi Sopandi, Siti Gomo Attas, Muhammad Iskandar, Yahya Andi Saputra (z-lib.org).pdf",186,540508,0.00,2026-03-25T20:17:49.724591
"Peninggalan Tradisi Megalitik di Daerah Cianjur, Jawa Barat by Haris Sukendar (z-lib.org)","data/google-drive-pdfs/Peninggalan Tradisi Megalitik di Daerah Cianjur, Jawa Barat by Haris Sukendar (z-lib.org).pdf",80,150791,0.00,2026-03-25T20:17:49.725150
Perspectives_on_meaning_the_unique_petro,data/google-drive-pdfs/Perspectives_on_meaning_the_unique_petro.pdf,16,34383,0.00,2026-03-25T20:17:49.725447
Physical_Cranial_of_Wajak_Man_(Buletin_geologi_itb),data/google-drive-pdfs/Physical_Cranial_of_Wajak_Man_(Buletin_geologi_itb).pdf,9,19899,0.00,2026-03-25T20:17:49.725667
Pithecantropus to Homo Erectus-2,data/google-drive-pdfs/Pithecantropus to Homo Erectus-2.pdf,17,31989,0.00,2026-03-25T20:17:49.725920
Pithecantropus to Homo Erectus-3,data/google-drive-pdfs/Pithecantropus to Homo Erectus-3.pdf,17,31963,0.00,2026-03-25T20:17:49.726275
Pithecantropus to Homo Erectus,data/google-drive-pdfs/Pithecantropus to Homo Erectus.pdf,17,32426,0.00,2026-03-25T20:17:49.726490
PleistoceneHSapSulawesi,data/google-drive-pdfs/PleistoceneHSapSulawesi.pdf,27,85190,0.00,2026-03-25T20:17:49.726868
PleistocenePapua,data/google-drive-pdfs/PleistocenePapua.pdf,5,21211,0.00,2026-03-25T20:17:49.727049
Pleistocene_PatiayamJava,data/google-drive-pdfs/Pleistocene_PatiayamJava.pdf,222,271766,0.00,2026-03-25T20:17:49.727936
Pleistocene_Sangiran_Java,data/google-drive-pdfs/Pleistocene_Sangiran_Java.pdf,6,28849,0.00,2026-03-25T20:17:49.728207
Plutniak-etal_2014_new-ceramic-data-from-east-kalimantan,data/google-drive-pdfs/Plutniak-etal_2014_new-ceramic-data-from-east-kalimantan.pdf,10,37038,0.00,2026-03-25T20:17:49.728423
Potensi_Budaya_Kemaritiman_di_Wilayah_Ra,data/google-drive-pdfs/Potensi_Budaya_Kemaritiman_di_Wilayah_Ra.pdf,8,21127,0.00,2026-03-25T20:17:49.728677
PreSriwijayaCivil,data/google-drive-pdfs/PreSriwijayaCivil.pdf,14,40717,0.00,2026-03-25T20:17:49.729059
Prehistoric Investigations From Denisovans to Neanderthals DNA to stable isotopes hunter-gathers to farmers stone knapping... (Christopher Seddon) (z-lib.org),data/google-drive-pdfs/Prehistoric Investigations From Denisovans to Neanderthals DNA to stable isotopes hunter-gathers to farmers stone knapping... (Christopher Seddon) (z-lib.org).pdf,326,601035,0.00,2026-03-25T20:17:49.730814
PrehistoricJavaSumatra,data/google-drive-pdfs/PrehistoricJavaSumatra.pdf,28,55284,0.00,2026-03-25T20:17:49.731283
PrehistoricPortsMalay,data/google-drive-pdfs/PrehistoricPortsMalay.pdf,32,83622,0.00,2026-03-25T20:17:49.731702
Prehistory of the Indo-Malaysian Archipelago by Peter Bellwood (z-lib.org),data/google-drive-pdfs/Prehistory of the Indo-Malaysian Archipelago by Peter Bellwood (z-lib.org).pdf,445,16261,0.00,2026-03-25T20:17:49.731939
Prehistory,data/google-drive-pdfs/Prehistory.pdf,12,44459,0.00,2026-03-25T20:17:49.732229
PrehistoryNEIndonesia,data/google-drive-pdfs/PrehistoryNEIndonesia.pdf,462,0,0.00,2026-03-25T20:17:49.732430
Presentation SG HE_Optimizer_1,data/google-drive-pdfs/Presentation SG HE_Optimizer_1.pdf,20,8912,0.00,2026-03-25T20:17:49.732632
Purwoagung_paleometalic_SSumatra,data/google-drive-pdfs/Purwoagung_paleometalic_SSumatra.pdf,13,57749,0.00,2026-03-25T20:17:49.732933
RAPPORTSULAWESI-2014-OK,data/google-drive-pdfs/RAPPORTSULAWESI-2014-OK.pdf,23,49784,0.00,2026-03-25T20:17:49.733229
Ragam wadah kubur di indonesia,data/google-drive-pdfs/Ragam wadah kubur di indonesia.pdf,88,101425,0.00,2026-03-25T20:17:49.733665
Rambanapu_Sumba_Burial,data/google-drive-pdfs/Rambanapu_Sumba_Burial.pdf,14,43197,0.00,2026-03-25T20:17:49.733999
Ratu Kalinyamat Sejarah atau Mitos by Bambang Sulistyanto (z-lib.org),data/google-drive-pdfs/Ratu Kalinyamat Sejarah atau Mitos by Bambang Sulistyanto (z-lib.org).pdf,40,41856,0.00,2026-03-25T20:17:49.734288
Real Life Advance Unit 3,data/google-drive-pdfs/Real Life Advance Unit 3.pdf,2,6560,0.00,2026-03-25T20:17:49.734465
Reconstruction of an indigenous communitys belief in dragonBatuNaga_Kuningan_Java,data/google-drive-pdfs/Reconstruction of an indigenous communitys belief in dragonBatuNaga_Kuningan_Java.pdf,28,68706,0.00,2026-03-25T20:17:49.734793
RembangKarstCaves,data/google-drive-pdfs/RembangKarstCaves.pdf,20,50199,0.00,2026-03-25T20:17:49.735069
Rice Cultivation_Thailand,data/google-drive-pdfs/Rice Cultivation_Thailand.pdf,7,44183,0.00,2026-03-25T20:17:49.735330
Rock Art and Sacred Landscapes (Donna L. Gillette Ph.D. etc.) (z-lib.org),data/google-drive-pdfs/Rock Art and Sacred Landscapes (Donna L. Gillette Ph.D. etc.) (z-lib.org).pdf,287,732122,0.00,2026-03-25T20:17:49.737318
RockArtPreserv,data/google-drive-pdfs/RockArtPreserv.pdf,9,32521,0.00,2026-03-25T20:17:49.737935
Rote_Sawu_HumanOccup,data/google-drive-pdfs/Rote_Sawu_HumanOccup.pdf,230,373209,0.00,2026-03-25T20:17:49.739083
SEAsiaHumanEv,data/google-drive-pdfs/SEAsiaHumanEv.pdf,2,12217,0.00,2026-03-25T20:17:49.739295
SSP_S2E2_Leonard Taufik,data/google-drive-pdfs/SSP_S2E2_Leonard Taufik.pdf,34,12905,0.00,2026-03-25T20:17:49.739455
SSulawesiHolocene_Bulbeck,data/google-drive-pdfs/SSulawesiHolocene_Bulbeck.pdf,39,120254,0.00,2026-03-25T20:17:49.740539
SSulawesi_EnrekangSites,data/google-drive-pdfs/SSulawesi_EnrekangSites.pdf,12,37795,0.00,2026-03-25T20:17:49.740835
Sa Huynh_Kalanay Ceramics,data/google-drive-pdfs/Sa Huynh_Kalanay Ceramics.pdf,9,38094,0.00,2026-03-25T20:17:49.741206
SaHuynh-KalanayPottery,data/google-drive-pdfs/SaHuynh-KalanayPottery.pdf,106,149918,0.00,2026-03-25T20:17:49.741740
Sailing the deep blue sea The rock art of Wetang Island Maluku Barat Daya Indonesia (1),data/google-drive-pdfs/Sailing the deep blue sea The rock art of Wetang Island Maluku Barat Daya Indonesia (1).pdf,29,60020,0.00,2026-03-25T20:17:49.742051
Sailing the deep blue sea The rock art of Wetang Island Maluku Barat Daya Indonesia (2),data/google-drive-pdfs/Sailing the deep blue sea The rock art of Wetang Island Maluku Barat Daya Indonesia (2).pdf,29,60020,0.00,2026-03-25T20:17:49.742352
Sailing the deep blue sea The rock art of Wetang Island Maluku Barat Daya Indonesia (3),data/google-drive-pdfs/Sailing the deep blue sea The rock art of Wetang Island Maluku Barat Daya Indonesia (3).pdf,29,60020,0.00,2026-03-25T20:17:49.742656
Sakkarra_Sul,data/google-drive-pdfs/Sakkarra_Sul.pdf,16,34224,0.00,2026-03-25T20:17:49.742903
Sangiran Today - A New Experience,data/google-drive-pdfs/Sangiran Today - A New Experience.pdf,215,333105,0.00,2026-03-25T20:17:49.744426
Sangiran_bapangHomininFossils,data/google-drive-pdfs/Sangiran_bapangHomininFossils.pdf,6,34605,0.00,2026-03-25T20:17:49.744704
Sarkofagus Bali dan Nekropolis Gilimanuk by R.P. Soejono (z-lib.org),data/google-drive-pdfs/Sarkofagus Bali dan Nekropolis Gilimanuk by R.P. Soejono (z-lib.org).pdf,106,48595,0.00,2026-03-25T20:17:49.744989
Sarmi Settlement_Papua,data/google-drive-pdfs/Sarmi Settlement_Papua.pdf,11,23833,0.00,2026-03-25T20:17:49.745207
SedimentaryGeologyofJava2013,data/google-drive-pdfs/SedimentaryGeologyofJava2013.pdf,358,1346960,0.00,2026-03-25T20:17:49.748613
"Sejarah Kebudayaan Sulawesi by Mukhlis P., Edward Poelinggomang, Abdul Madjid Kallo, Bambang Sulistio, Anwar Thosibo, Andi Maryam (z-lib.org)","data/google-drive-pdfs/Sejarah Kebudayaan Sulawesi by Mukhlis P., Edward Poelinggomang, Abdul Madjid Kallo, Bambang Sulistio, Anwar Thosibo, Andi Maryam (z-lib.org).pdf",168,320962,0.00,2026-03-25T20:17:49.749575
Seram2012,data/google-drive-pdfs/Seram2012.pdf,31,47158,0.00,2026-03-25T20:17:49.749882
SeramEarliestSettlements,data/google-drive-pdfs/SeramEarliestSettlements.pdf,16,68787,0.00,2026-03-25T20:17:49.750220
Sino-Tibetan-Austronesian_Hypothesis,data/google-drive-pdfs/Sino-Tibetan-Austronesian_Hypothesis.pdf,18,75594,0.00,2026-03-25T20:17:49.750579
So_my_name_shall_live_Stone_dragging_and,data/google-drive-pdfs/So_my_name_shall_live_Stone_dragging_and.pdf,24,63240,0.00,2026-03-25T20:17:49.751023
SofwanNoerwidiHarryWidiantoandTrumanSimanjuntak,data/google-drive-pdfs/SofwanNoerwidiHarryWidiantoandTrumanSimanjuntak.pdf,18,43443,0.00,2026-03-25T20:17:49.751309
SoloMan_SoloensisorErectus,data/google-drive-pdfs/SoloMan_SoloensisorErectus.pdf,12,73598,0.00,2026-03-25T20:17:49.751652
SongKeplek_Java_Holocene,data/google-drive-pdfs/SongKeplek_Java_Holocene.pdf,32,71538,0.00,2026-03-25T20:17:49.752011
SongTerusDating,data/google-drive-pdfs/SongTerusDating.pdf,6,20934,0.00,2026-03-25T20:17:49.752240
SongTerus_FlakeAssemblage,data/google-drive-pdfs/SongTerus_FlakeAssemblage.pdf,17,72138,0.00,2026-03-25T20:17:49.752579
SongTerus_Pacitan,data/google-drive-pdfs/SongTerus_Pacitan.pdf,17,38877,0.00,2026-03-25T20:17:49.752963
SongTerus_Pacitan1,data/google-drive-pdfs/SongTerus_Pacitan1.pdf,17,38877,0.00,2026-03-25T20:17:49.753180
Southeast_Sumatra_in_Protohistoric_and_S,data/google-drive-pdfs/Southeast_Sumatra_in_Protohistoric_and_S.pdf,57,115601,0.00,2026-03-25T20:17:49.753620
SpriggsetalThreeSeasonsAruIslandsch0419,data/google-drive-pdfs/SpriggsetalThreeSeasonsAruIslandsch0419.pdf,23,53595,0.00,2026-03-25T20:17:49.753916
Staple or delicacy  Sea urchin exploitation over the last 40 000 years at Makpan Cave  Alor Island,data/google-drive-pdfs/Staple or delicacy  Sea urchin exploitation over the last 40 000 years at Makpan Cave  Alor Island.pdf,29,86362,0.00,2026-03-25T20:17:49.754310
Steimer_2018_archaeopress,data/google-drive-pdfs/Steimer_2018_archaeopress.pdf,117,153521,0.00,2026-03-25T20:17:49.754878
Steimer_IndonesianMegaliths,data/google-drive-pdfs/Steimer_IndonesianMegaliths.pdf,117,153521,0.00,2026-03-25T20:17:49.755575
StencilsBoatsMunaIsland,data/google-drive-pdfs/StencilsBoatsMunaIsland.pdf,19,47700,0.00,2026-03-25T20:17:49.755879
StivaCave_UnderwaterCaveNusaPenida,data/google-drive-pdfs/StivaCave_UnderwaterCaveNusaPenida.pdf,4,11130,0.00,2026-03-25T20:17:49.756055
StoneAge,data/google-drive-pdfs/StoneAge.pdf,184,288305,0.00,2026-03-25T20:17:49.756994
StoneIndustriesSEAsia,data/google-drive-pdfs/StoneIndustriesSEAsia.pdf,31,83642,0.00,2026-03-25T20:17:49.757403
StoneQuarry_Bomboro_Maros,data/google-drive-pdfs/StoneQuarry_Bomboro_Maros.pdf,10,24368,0.00,2026-03-25T20:17:49.757650
Submerged Prehistoric Landscapes and Underwater Site Discovery  Reevaluating the  Danish Model  for International Practice,data/google-drive-pdfs/Submerged Prehistoric Landscapes and Underwater Site Discovery  Reevaluating the  Danish Model  for International Practice.pdf,19,67392,0.00,2026-03-25T20:17:49.757945
Sulawesi oldest genome human,data/google-drive-pdfs/Sulawesi oldest genome human.pdf,4,6807,0.00,2026-03-25T20:17:49.758108
SulawesiToolTech,data/google-drive-pdfs/SulawesiToolTech.pdf,15,75463,0.00,2026-03-25T20:17:49.759243
Sulawesi_Lore_StoneKalambas,data/google-drive-pdfs/Sulawesi_Lore_StoneKalambas.pdf,12,27889,0.00,2026-03-25T20:17:49.759540
Sumba_Rites_Offerings_and_Sacrifices,data/google-drive-pdfs/Sumba_Rites_Offerings_and_Sacrifices.pdf,16,16099,0.00,2026-03-25T20:17:49.759857
SumbamegalithictraditionAsustainabilityperspective,data/google-drive-pdfs/SumbamegalithictraditionAsustainabilityperspective.pdf,11,36180,0.00,2026-03-25T20:17:49.760122
Sundaland_Sahul,data/google-drive-pdfs/Sundaland_Sahul.pdf,6,18674,0.00,2026-03-25T20:17:49.760513
Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng,data/google-drive-pdfs/Survei_Arkeologis_di_Kawasan_Halmahera_Bagian_Teng.pdf,9,59676,0.00,2026-03-25T20:17:49.761526
TEMUAN_TRADISI_BUDAYA_AUSTRONESIA_AKHIR,data/google-drive-pdfs/TEMUAN_TRADISI_BUDAYA_AUSTRONESIA_AKHIR.pdf,17,43862,0.00,2026-03-25T20:17:49.761815
TalimbueLithicSulawesi,data/google-drive-pdfs/TalimbueLithicSulawesi.pdf,18,41637,0.00,2026-03-25T20:17:49.762060
Team project 2017 Dony Pratidana S. Hum Bima Agus Setyawan S. IIP,data/google-drive-pdfs/Team project 2017 Dony Pratidana S. Hum Bima Agus Setyawan S. IIP.pdf,101,145041,0.00,2026-03-25T20:17:49.762575
Terminal Pleistoceneand Holocene Population Historyof Java_SongKeplek,data/google-drive-pdfs/Terminal Pleistoceneand Holocene Population Historyof Java_SongKeplek.pdf,404,1082451,0.00,2026-03-25T20:17:49.765353
The  island laboratory  revisited  Integrating environmental and sociocultural approaches,data/google-drive-pdfs/The  island laboratory  revisited  Integrating environmental and sociocultural approaches.pdf,11,35963,0.00,2026-03-25T20:17:49.765644
"The Archaeology of South Asia From the Indus to Asoka, c.6500 BCE–200 CE (Robin Coningham, Ruth Young) (z-lib.org)","data/google-drive-pdfs/The Archaeology of South Asia From the Indus to Asoka, c.6500 BCE–200 CE (Robin Coningham, Ruth Young) (z-lib.org).pdf",556,1339108,0.00,2026-03-25T20:17:49.768975
The Bronze-Iron Age of Indonesia by H. R. van Heekeren (auth.) (z-lib.org),data/google-drive-pdfs/The Bronze-Iron Age of Indonesia by H. R. van Heekeren (auth.) (z-lib.org).pdf,160,252951,0.00,2026-03-25T20:17:49.769898
"The Chinese in Indonesia An English Translation of Hoakiau di Indonesia by Pramoedya Ananta Toer, Max Lane (z-lib.org)","data/google-drive-pdfs/The Chinese in Indonesia An English Translation of Hoakiau di Indonesia by Pramoedya Ananta Toer, Max Lane (z-lib.org).pdf",332,545658,0.00,2026-03-25T20:17:49.771493
The Denisovans The History of the Extinct Archaic Humans Who Spread Across Asia during the Paleolithic Era (Charles River Editors) (z-lib.org),data/google-drive-pdfs/The Denisovans The History of the Extinct Archaic Humans Who Spread Across Asia during the Paleolithic Era (Charles River Editors) (z-lib.org).pdf,65,112058,0.00,2026-03-25T20:17:49.771989
The Early Roots of Indonesian Art,data/google-drive-pdfs/The Early Roots of Indonesian Art.pdf,3,0,0.00,2026-03-25T20:17:49.772339
"The First Humans – Origin and Early Evolution of the Genus Homo Contributions from the Third Stony Brook Human Evolution... (Frederick E. Grine, John G. Fleagle etc.) (z-lib.org)","data/google-drive-pdfs/The First Humans – Origin and Early Evolution of the Genus Homo Contributions from the Third Stony Brook Human Evolution... (Frederick E. Grine, John G. Fleagle etc.) (z-lib.org).pdf",212,1005385,0.00,2026-03-25T20:17:49.774839
"The Hominid Individual in Context Archaeological Investigations of Lower and Middle Palaeolithic landscapes, locales and... (Clive Gamble) (z-lib.org)","data/google-drive-pdfs/The Hominid Individual in Context Archaeological Investigations of Lower and Middle Palaeolithic landscapes, locales and... (Clive Gamble) (z-lib.org).pdf",347,837806,0.00,2026-03-25T20:17:49.776960
The Last Embassy The Dutch Mission of 1795 and the Forgotten History of Western Encounters with China by Tonio Andrade (z-lib.org),data/google-drive-pdfs/The Last Embassy The Dutch Mission of 1795 and the Forgotten History of Western Encounters with China by Tonio Andrade (z-lib.org).pdf,424,909787,0.00,2026-03-25T20:17:49.779547
The Maritime Legacy of Indonesia,data/google-drive-pdfs/The Maritime Legacy of Indonesia.pdf,79,0,0.00,2026-03-25T20:17:49.779708
The Palaeolithic Settlement of Asia (Robin Dennell) (z-lib.org),data/google-drive-pdfs/The Palaeolithic Settlement of Asia (Robin Dennell) (z-lib.org).pdf,568,1420319,0.00,2026-03-25T20:17:49.783267
"The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org)","data/google-drive-pdfs/The Routledge handbook of bioarchaeology in Southeast Asia and the Pacific Islands (Buckley, HallieOxenham, Marc) (z-lib.org).pdf",713,2310050,0.00,2026-03-25T20:17:49.789038
The-Excavation-of-Gua-Harimau-s-Western-Gallery--A-Contribution-_2023_L-Anth,data/google-drive-pdfs/The-Excavation-of-Gua-Harimau-s-Western-Gallery--A-Contribution-_2023_L-Anth.pdf,20,72388,0.00,2026-03-25T20:17:49.789378
The-History-of-Our-Tribe-Hominini-1563568062,data/google-drive-pdfs/The-History-of-Our-Tribe-Hominini-1563568062.pdf,268,395444,0.00,2026-03-25T20:17:49.790464
The_Archaeology_of_Island_Colonization_Global_Appr..._----_(Part_III._Regional_Case_Studies),data/google-drive-pdfs/The_Archaeology_of_Island_Colonization_Global_Appr..._----_(Part_III._Regional_Case_Studies).pdf,34,91345,0.00,2026-03-25T20:17:49.790939
The_Evolution_of_Cultural_Diversity_A_Phylogenetic..._----_(PART_I),data/google-drive-pdfs/The_Evolution_of_Cultural_Diversity_A_Phylogenetic..._----_(PART_I).pdf,22,63371,0.00,2026-03-25T20:17:49.791304
The_Image_of_Maheshvara_An_early_example,data/google-drive-pdfs/The_Image_of_Maheshvara_An_early_example.pdf,50,62852,0.00,2026-03-25T20:17:49.791803
The_Life_and_Death_of_Tamu_Rambu_Yuliana,data/google-drive-pdfs/The_Life_and_Death_of_Tamu_Rambu_Yuliana.pdf,34,83049,0.00,2026-03-25T20:17:49.792184
The_Magnetostratigraphy_and_the_Age_of_Soa_Basin_,data/google-drive-pdfs/The_Magnetostratigraphy_and_the_Age_of_Soa_Basin_.pdf,14,54746,0.00,2026-03-25T20:17:49.792506
The_Mapping_Out_of_Maros-Pangkep_Karst_Forest_as_a,data/google-drive-pdfs/The_Mapping_Out_of_Maros-Pangkep_Karst_Forest_as_a.pdf,8,28114,0.00,2026-03-25T20:17:49.792791
The_genetic_origins_and_impacts_of_historical_Papu,data/google-drive-pdfs/The_genetic_origins_and_impacts_of_historical_Papu.pdf,30,54471,0.00,2026-03-25T20:17:49.793138
The_prehistoric_peopling_of_Southeast_Asia,data/google-drive-pdfs/The_prehistoric_peopling_of_Southeast_Asia.pdf,7,31504,0.00,2026-03-25T20:17:49.793391
