filename,pdf_path,pages,text_chars,ocr_confidence,date_processed
Thefirst excavations on Obi Island,data/google-drive-pdfs/Thefirst excavations on Obi Island.pdf,26,74014,0.00,2026-03-25T20:17:49.793753
ToaleanSSulawesi,data/google-drive-pdfs/ToaleanSSulawesi.pdf,37,108756,0.00,2026-03-25T20:17:49.794223
Toalean_AustronesianInteractions_Mallawa_Maros,data/google-drive-pdfs/Toalean_AustronesianInteractions_Mallawa_Maros.pdf,21,44834,0.00,2026-03-25T20:17:49.794507
Toalean_SSul,data/google-drive-pdfs/Toalean_SSul.pdf,13,55914,0.00,2026-03-25T20:17:49.794835
TobaEruptionImpactIndo,data/google-drive-pdfs/TobaEruptionImpactIndo.pdf,10,27478,0.00,2026-03-25T20:17:49.795026
TogiBogiCave_Nias,data/google-drive-pdfs/TogiBogiCave_Nias.pdf,9,16700,0.00,2026-03-25T20:17:49.795248
Tova_Eruption,data/google-drive-pdfs/Tova_Eruption.pdf,14,81721,0.00,2026-03-25T20:17:49.795714
Tracing the Cradle of Civilizationsin Sundaland by Dhani Irwanto (z-lib.org),data/google-drive-pdfs/Tracing the Cradle of Civilizationsin Sundaland by Dhani Irwanto (z-lib.org).pdf,8,15314,0.00,2026-03-25T20:17:49.795926
"Traditional Monster Imagery in Manga, Anime and Japanese Cinema by Zilia Papp (z-lib.org)","data/google-drive-pdfs/Traditional Monster Imagery in Manga, Anime and Japanese Cinema by Zilia Papp (z-lib.org).pdf",273,548961,0.00,2026-03-25T20:17:49.797659
Traditions_of_Jars_as_Mortuary_Containers_in_the_I-2,data/google-drive-pdfs/Traditions_of_Jars_as_Mortuary_Containers_in_the_I-2.pdf,26,75559,0.00,2026-03-25T20:17:49.798058
Traditions_of_Jars_as_Mortuary_Containers_in_the_I,data/google-drive-pdfs/Traditions_of_Jars_as_Mortuary_Containers_in_the_I.pdf,26,75805,0.00,2026-03-25T20:17:49.798404
Transforming_Stone_Ethnoarchaeological_P,data/google-drive-pdfs/Transforming_Stone_Ethnoarchaeological_P.pdf,10,34247,0.00,2026-03-25T20:17:49.798668
Transitions_of_a_Feathered_World_The_Dis (1),data/google-drive-pdfs/Transitions_of_a_Feathered_World_The_Dis (1).pdf,490,674761,0.00,2026-03-25T20:17:49.800404
TronBonLei_Alor_Burials,data/google-drive-pdfs/TronBonLei_Alor_Burials.pdf,32,98962,0.00,2026-03-25T20:17:49.800847
"Tumbuhan Obat Tradisional di Sulawesi Utara (Jilid I) by Julianus Kinho, Diah Irawati Dwi Arini, Supratman Tabba, Harwiyadin Kama, Yermias Kafiar, Syamsir Shabri, Moody C. Karundeng (z-lib.org)","data/google-drive-pdfs/Tumbuhan Obat Tradisional di Sulawesi Utara (Jilid I) by Julianus Kinho, Diah Irawati Dwi Arini, Supratman Tabba, Harwiyadin Kama, Yermias Kafiar, Syamsir Shabri, Moody C. Karundeng (z-lib.org).pdf",116,107206,0.00,2026-03-25T20:17:49.801294
"Tumbuhan Obat Tradisional di Sulawesi Utara (Jilid II) by Julianus Kinho, Diah Irawati, Dwi Arini, Jafred Halawane, Lis Nurani, Halidah, Yermias Kafiar, Moody C.,Karundeng (z-lib.org)","data/google-drive-pdfs/Tumbuhan Obat Tradisional di Sulawesi Utara (Jilid II) by Julianus Kinho, Diah Irawati, Dwi Arini, Jafred Halawane, Lis Nurani, Halidah, Yermias Kafiar, Moody C.,Karundeng (z-lib.org).pdf",98,92760,0.00,2026-03-25T20:17:49.801814
TutariMegalithic_Papua,data/google-drive-pdfs/TutariMegalithic_Papua.pdf,9,30056,0.00,2026-03-25T20:17:49.802081
UluLeang_Maros,data/google-drive-pdfs/UluLeang_Maros.pdf,47,76472,0.00,2026-03-25T20:17:49.802634
Uncovering the chemistry of color change in rock art in Leang Tedongnge,data/google-drive-pdfs/Uncovering the chemistry of color change in rock art in Leang Tedongnge.pdf,15,69285,0.00,2026-03-25T20:17:49.802969
UrnBurials,data/google-drive-pdfs/UrnBurials.pdf,2,9028,0.00,2026-03-25T20:17:49.803194
WajakMan,data/google-drive-pdfs/WajakMan.pdf,13,29673,0.00,2026-03-25T20:17:49.803462
WajakSkulls,data/google-drive-pdfs/WajakSkulls.pdf,248,526220,0.00,2026-03-25T20:17:49.804828
WajoConfederation_SSulawesi,data/google-drive-pdfs/WajoConfederation_SSulawesi.pdf,18,46311,0.00,2026-03-25T20:17:49.805179
WallaceaHumanMigration,data/google-drive-pdfs/WallaceaHumanMigration.pdf,28,83642,0.00,2026-03-25T20:17:49.805561
"Wanafarma Meru Betiri Keanekaragam dan Pemanfaatan Tradisional Tumbuhan Obat by Nur Rohmah Syarif, S.Si., MP.  Iva Tri Lindasari (z-lib.org)","data/google-drive-pdfs/Wanafarma Meru Betiri Keanekaragam dan Pemanfaatan Tradisional Tumbuhan Obat by Nur Rohmah Syarif, S.Si., MP.  Iva Tri Lindasari (z-lib.org).pdf",112,2796,0.00,2026-03-25T20:17:49.805840
"Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org)","data/google-drive-pdfs/Warisan Budaya Maritim Nusantara by Supratikno Rahardjo, Nies Anggraeni, Titi Surti Nastiti, Wiwin Djuwita Ramelan (z-lib.org).pdf",408,949223,0.00,2026-03-25T20:17:49.808581
WaterRiceEarlyJavaBali,data/google-drive-pdfs/WaterRiceEarlyJavaBali.pdf,25,75882,0.00,2026-03-25T20:17:49.808973
West EurasianGenetics,data/google-drive-pdfs/West EurasianGenetics.pdf,6,32377,0.00,2026-03-25T20:17:49.809233
WhereTheStoneageLingers,data/google-drive-pdfs/WhereTheStoneageLingers.pdf,20,31344,0.00,2026-03-25T20:17:49.809408
Wisnu Iskandar C9308123,data/google-drive-pdfs/Wisnu Iskandar C9308123.pdf,35,34141,0.00,2026-03-25T20:17:49.809686
Witjaksono_D.N._1999,data/google-drive-pdfs/Witjaksono_D.N._1999.pdf,205,0,0.00,2026-03-25T20:17:49.809901
World Cultures Through Art Activities (Dindy Robinson) (z-lib.org),data/google-drive-pdfs/World Cultures Through Art Activities (Dindy Robinson) (z-lib.org).pdf,261,408551,0.00,2026-03-25T20:17:49.810916
WorldArchaeology3212000,data/google-drive-pdfs/WorldArchaeology3212000.pdf,19,49792,0.00,2026-03-25T20:17:49.811249
Xhauflairetal2023,data/google-drive-pdfs/Xhauflairetal2023.pdf,30,139746,0.00,2026-03-25T20:17:49.811916
Yomokho_Sentani_Papua,data/google-drive-pdfs/Yomokho_Sentani_Papua.pdf,8,19158,0.00,2026-03-25T20:17:49.812138
Zooarchaeology_HumanremainsWallacea,data/google-drive-pdfs/Zooarchaeology_HumanremainsWallacea.pdf,263,219194,0.00,2026-03-25T20:17:49.812865
activity-604-3,data/google-drive-pdfs/activity-604-3.pdf,2,8403,0.00,2026-03-25T20:17:49.813109
"admin,+24_1995_3_article","data/google-drive-pdfs/admin,+24_1995_3_article.pdf",7,26727,0.00,2026-03-25T20:17:49.813458
"admin,+3_EN_585-Article+Text-2993+SN(1)","data/google-drive-pdfs/admin,+3_EN_585-Article+Text-2993+SN(1).pdf",24,53120,0.00,2026-03-25T20:17:49.813788
age_of_the_djetis_beds_in_east_and_central_java,data/google-drive-pdfs/age_of_the_djetis_beds_in_east_and_central_java.pdf,3,15362,0.00,2026-03-25T20:17:49.813997
an_indian_trader_in_ancient_bali,data/google-drive-pdfs/an_indian_trader_in_ancient_bali.pdf,7,20862,0.00,2026-03-25T20:17:49.814257
"andrea,+lim_2013_72(s2)e1_opt","data/google-drive-pdfs/andrea,+lim_2013_72(s2)e1_opt.pdf",17,51098,0.00,2026-03-25T20:17:49.814526
arch_0044-8613_1976_num_11_1_1271,data/google-drive-pdfs/arch_0044-8613_1976_num_11_1_1271.pdf,47,76472,0.00,2026-03-25T20:17:49.814910
archaeological_and_palaeontological_research_in_central_flores_east_indonesia_results_of_fieldwork_199798,data/google-drive-pdfs/archaeological_and_palaeontological_research_in_central_flores_east_indonesia_results_of_fieldwork_199798.pdf,14,32412,0.00,2026-03-25T20:17:49.815173
archaeology_in_sulawesi_indonesia,data/google-drive-pdfs/archaeology_in_sulawesi_indonesia.pdf,10,31451,0.00,2026-03-25T20:17:49.815605
archaeologysulawesi,data/google-drive-pdfs/archaeologysulawesi.pdf,378,1008381,0.00,2026-03-25T20:17:49.818488
b20535351-Anggraeni_,data/google-drive-pdfs/b20535351-Anggraeni_.pdf,157,258983,0.00,2026-03-25T20:17:49.819336
b29827322,data/google-drive-pdfs/b29827322.pdf,280,582839,0.00,2026-03-25T20:17:49.820849
bmsap-12338,data/google-drive-pdfs/bmsap-12338.pdf,3,4686,0.00,2026-03-25T20:17:49.821074
bmsap-14473,data/google-drive-pdfs/bmsap-14473.pdf,2,2291,0.00,2026-03-25T20:17:49.821240
bmsap-14479,data/google-drive-pdfs/bmsap-14479.pdf,3,3747,0.00,2026-03-25T20:17:49.821405
bulbeck-2006,data/google-drive-pdfs/bulbeck-2006.pdf,16,30215,0.00,2026-03-25T20:17:49.821802
bulbeck-2008,data/google-drive-pdfs/bulbeck-2008.pdf,35,82100,0.00,2026-03-25T20:17:49.822221
ch01,data/google-drive-pdfs/ch01.pdf,27,83608,0.00,2026-03-25T20:17:49.822626
ch0172,data/google-drive-pdfs/ch0172.pdf,38,0,0.00,2026-03-25T20:17:49.822796
ch04,data/google-drive-pdfs/ch04.pdf,20,68914,0.00,2026-03-25T20:17:49.823282
ch06,data/google-drive-pdfs/ch06.pdf,28,96266,0.00,2026-03-25T20:17:49.823663
ch08,data/google-drive-pdfs/ch08.pdf,32,80827,0.00,2026-03-25T20:17:49.824063
"cochrane,+Journal+manager,+Gaffney+&+Tanudirjo","data/google-drive-pdfs/cochrane,+Journal+manager,+Gaffney+&+Tanudirjo.pdf",10,31487,0.00,2026-03-25T20:17:49.824325
coevolutionofLanguagesandGenesSumba,data/google-drive-pdfs/coevolutionofLanguagesandGenesSumba.pdf,5,31139,0.00,2026-03-25T20:17:49.824665
"crandell,+Journal+editor,+Forestier+etal+1+-+ver+1.10+-READY","data/google-drive-pdfs/crandell,+Journal+editor,+Forestier+etal+1+-+ver+1.10+-READY.pdf",73,172910,0.00,2026-03-25T20:17:49.825626
cut-not-smashed-a-new-type-of-evidence-for-nut-exploitation-from-sulawesi,data/google-drive-pdfs/cut-not-smashed-a-new-type-of-evidence-for-nut-exploitation-from-sulawesi.pdf,2,6968,0.00,2026-03-25T20:17:49.825980
"david_carlson,+27-Soejono","data/google-drive-pdfs/david_carlson,+27-Soejono.pdf",4,0,0.00,2026-03-25T20:17:49.826138
"david_carlson,+3-Tanudirjo","data/google-drive-pdfs/david_carlson,+3-Tanudirjo.pdf",5,16255,0.00,2026-03-25T20:17:49.826364
"david_carlson,+7-Santoso","data/google-drive-pdfs/david_carlson,+7-Santoso.pdf",9,0,0.00,2026-03-25T20:17:49.826522
document (2),data/google-drive-pdfs/document (2).pdf,79,120089,0.00,2026-03-25T20:17:49.827001
domesticate-dispersal-human-agency-and-connectivity-in-island-southeast-asia-during-the-holocene,data/google-drive-pdfs/domesticate-dispersal-human-agency-and-connectivity-in-island-southeast-asia-during-the-holocene.pdf,22,68161,0.00,2026-03-25T20:17:49.827354
dong-son-drums-from-timor-leste-prehistoric-bronze-artefacts-in-island-southeast-asia,data/google-drive-pdfs/dong-son-drums-from-timor-leste-prehistoric-bronze-artefacts-in-island-southeast-asia.pdf,18,38329,0.00,2026-03-25T20:17:49.827576
download,data/google-drive-pdfs/download.pdf,106,1064,0.00,2026-03-25T20:17:49.827752
early_metal_age_interactions_in_island_southeast_asia_and_oceania_jar_burials_from_aru_manara_northern_moluccas,data/google-drive-pdfs/early_metal_age_interactions_in_island_southeast_asia_and_oceania_jar_burials_from_aru_manara_northern_moluccas.pdf,17,41220,0.00,2026-03-25T20:17:49.828035
faces_of_the_ancestors_revealed_discovery_and_dating_of_a_pleistoceneage_petroglyph_in_lene_hara_cave_east_timor,data/google-drive-pdfs/faces_of_the_ancestors_revealed_discovery_and_dating_of_a_pleistoceneage_petroglyph_in_lene_hara_cave_east_timor.pdf,17,40338,0.00,2026-03-25T20:17:49.828299
"filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9-2","data/google-drive-pdfs/filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9-2.pdf",23,51935,0.00,2026-03-25T20:17:49.828718
"filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9","data/google-drive-pdfs/filayudha,+Journal+manager,+Jurnal-HLI-Vol.-3-Issue-2-Maret-2017_9.pdf",23,51520,0.00,2026-03-25T20:17:49.828978
fishing_in_life_and_death_pleistocene_fishhooks_from_a_burial_context_on_alor_island_indonesia,data/google-drive-pdfs/fishing_in_life_and_death_pleistocene_fishhooks_from_a_burial_context_on_alor_island_indonesia.pdf,18,39037,0.00,2026-03-25T20:17:49.829271
geneticDatingAsian_PapuanAustronesian,data/google-drive-pdfs/geneticDatingAsian_PapuanAustronesian.pdf,6,35766,0.00,2026-03-25T20:17:49.829536
"hasan,+8.+Rosmawati","data/google-drive-pdfs/hasan,+8.+Rosmawati.pdf",11,0,0.00,2026-03-25T20:17:49.829720
homoSap_SSul,data/google-drive-pdfs/homoSap_SSul.pdf,27,85190,0.00,2026-03-25T20:17:49.830101
influence-of-sea-level-rise-on-discounting-resource-use-and-migration-in-small-island-communities-an-agent-based-modelling-approach,data/google-drive-pdfs/influence-of-sea-level-rise-on-discounting-resource-use-and-migration-in-small-island-communities-an-agent-based-modelling-approach.pdf,8,44546,0.00,2026-03-25T20:17:49.830516
invisible-agents-of-eastern-trade-foregrounding-island-southeast-asian-agency-in-pre-modern-globalisation,data/google-drive-pdfs/invisible-agents-of-eastern-trade-foregrounding-island-southeast-asian-agency-in-pre-modern-globalisation.pdf,27,87885,0.00,2026-03-25T20:17:49.830914
isthmus of kra_thai_bce pottery,data/google-drive-pdfs/isthmus of kra_thai_bce pottery.pdf,19,116234,0.00,2026-03-25T20:17:49.831367
kab-jember-2013,data/google-drive-pdfs/kab-jember-2013.pdf,12,37469,0.00,2026-03-25T20:17:49.831691
kalpataru 10,data/google-drive-pdfs/kalpataru 10.pdf,146,0,0.00,2026-03-25T20:17:49.831836
kalpataru 17,data/google-drive-pdfs/kalpataru 17.pdf,90,0,0.00,2026-03-25T20:17:49.832011
kettledrums_megalithic_indonesia,data/google-drive-pdfs/kettledrums_megalithic_indonesia.pdf,14,39279,0.00,2026-03-25T20:17:49.832288
kora-kora-2020,data/google-drive-pdfs/kora-kora-2020.pdf,67,68459,0.00,2026-03-25T20:17:49.832641
kouko2402,data/google-drive-pdfs/kouko2402.pdf,16,34270,0.00,2026-03-25T20:17:49.832907
lapita_and_the_temporal_geography_of_prehistory,data/google-drive-pdfs/lapita_and_the_temporal_geography_of_prehistory.pdf,25,114370,0.00,2026-03-25T20:17:49.833354
lapita_colonists_leave_boats_unburned_the_question_of_lapita_links_with_island_southeast_asia,data/google-drive-pdfs/lapita_colonists_leave_boats_unburned_the_question_of_lapita_links_with_island_southeast_asia.pdf,10,35276,0.00,2026-03-25T20:17:49.833647
leang-leang-01,data/google-drive-pdfs/leang-leang-01.pdf,9,34372,0.00,2026-03-25T20:17:49.833945
localityInfoPDFBumiayu,data/google-drive-pdfs/localityInfoPDFBumiayu.pdf,8,14018,0.00,2026-03-25T20:17:49.834251
localityInfoPDFElivavan_rockshelter,data/google-drive-pdfs/localityInfoPDFElivavan_rockshelter.pdf,4,4119,0.00,2026-03-25T20:17:49.834636
localityInfoPDFGolo_Cave,data/google-drive-pdfs/localityInfoPDFGolo_Cave.pdf,4,4664,0.00,2026-03-25T20:17:49.834909
localityInfoPDFLaili_Cave,data/google-drive-pdfs/localityInfoPDFLaili_Cave.pdf,5,6434,0.00,2026-03-25T20:17:49.835187
localityInfoPDFLeang_Sakapao_1,data/google-drive-pdfs/localityInfoPDFLeang_Sakapao_1.pdf,4,4355,0.00,2026-03-25T20:17:49.835469
localityInfoPDFLeang_Sarru,data/google-drive-pdfs/localityInfoPDFLeang_Sarru.pdf,4,5842,0.00,2026-03-25T20:17:49.835756
localityInfoPDFLeang_Tedongnge,data/google-drive-pdfs/localityInfoPDFLeang_Tedongnge.pdf,4,4276,0.00,2026-03-25T20:17:49.836074
localityInfoPDFLeang_Timpuseng,data/google-drive-pdfs/localityInfoPDFLeang_Timpuseng.pdf,4,4207,0.00,2026-03-25T20:17:49.836254
localityInfoPDFLene_Hara,data/google-drive-pdfs/localityInfoPDFLene_Hara.pdf,4,4685,0.00,2026-03-25T20:17:49.836782
localityInfoPDFLiang_Bua,data/google-drive-pdfs/localityInfoPDFLiang_Bua.pdf,11,37135,0.00,2026-03-25T20:17:49.837138
localityInfoPDFLiang_Lemdubu,data/google-drive-pdfs/localityInfoPDFLiang_Lemdubu.pdf,4,5127,0.00,2026-03-25T20:17:49.837412
localityInfoPDFLubang_Jeriji_Salh,data/google-drive-pdfs/localityInfoPDFLubang_Jeriji_Salh.pdf,4,8029,0.00,2026-03-25T20:17:49.837599
localityInfoPDFMata_Menge,data/google-drive-pdfs/localityInfoPDFMata_Menge.pdf,6,9849,0.00,2026-03-25T20:17:49.837818
localityInfoPDFMololo_Cave,data/google-drive-pdfs/localityInfoPDFMololo_Cave.pdf,4,3871,0.00,2026-03-25T20:17:49.838224
localityInfoPDFNgalau_Gupin,data/google-drive-pdfs/localityInfoPDFNgalau_Gupin.pdf,4,4641,0.00,2026-03-25T20:17:49.838493
localityInfoPDFRancah,data/google-drive-pdfs/localityInfoPDFRancah.pdf,4,3936,0.00,2026-03-25T20:17:49.838658
localityInfoPDFSambungmacan_Area,data/google-drive-pdfs/localityInfoPDFSambungmacan_Area.pdf,4,5460,0.00,2026-03-25T20:17:49.838865
localityInfoPDFSangiran_Tanjung,data/google-drive-pdfs/localityInfoPDFSangiran_Tanjung.pdf,6,11067,0.00,2026-03-25T20:17:49.839080
localityInfoPDFTalepu,data/google-drive-pdfs/localityInfoPDFTalepu.pdf,5,5149,0.00,2026-03-25T20:17:49.839386
localityInfoPDFTopogaro_2,data/google-drive-pdfs/localityInfoPDFTopogaro_2.pdf,5,5605,0.00,2026-03-25T20:17:49.839925
localityInfoPDFTrinil,data/google-drive-pdfs/localityInfoPDFTrinil.pdf,5,11157,0.00,2026-03-25T20:17:49.840037
long chronology sahul,data/google-drive-pdfs/long chronology sahul.pdf,17,129837,0.00,2026-03-25T20:17:49.840976
map-of-sangkulirang-cave,data/google-drive-pdfs/map-of-sangkulirang-cave.pdf,1,636,0.00,2026-03-25T20:17:49.841177
munda_languages_are_father_tongues_but_japanese_and_korean_are_not,data/google-drive-pdfs/munda_languages_are_father_tongues_but_japanese_and_korean_are_not.pdf,17,68447,0.00,2026-03-25T20:17:49.841568
nature08844,data/google-drive-pdfs/nature08844.pdf,6,33362,0.00,2026-03-25T20:17:49.841963
nature09710,data/google-drive-pdfs/nature09710.pdf,8,58325,0.00,2026-03-25T20:17:49.842280
neolithic-foundations-in-the-karama-valley-west-sulawesi-indonesia,data/google-drive-pdfs/neolithic-foundations-in-the-karama-valley-west-sulawesi-indonesia.pdf,17,39826,0.00,2026-03-25T20:17:49.842511
ow-article-p1_005,data/google-drive-pdfs/ow-article-p1_005.pdf,33,67775,0.00,2026-03-25T20:17:49.842890
pain_haka_burial_ground_on_flores_indonesian_evidence_for_a_shared_neolithic_belief_system_in_southeast_asia,data/google-drive-pdfs/pain_haka_burial_ground_on_flores_indonesian_evidence_for_a_shared_neolithic_belief_system_in_southeast_asia.pdf,17,42518,0.00,2026-03-25T20:17:49.843180
patterned_and_plain_baked_clay_from_prepottery_contexts_in_southeast_sulawesi_indonesia,data/google-drive-pdfs/patterned_and_plain_baked_clay_from_prepottery_contexts_in_southeast_sulawesi_indonesia.pdf,19,45780,0.00,2026-03-25T20:17:49.843496
"preEmergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org)","data/google-drive-pdfs/preEmergence and Diversity of Modern Human Behavior in Paleolithic Asia (Yousuke Kaifu, Masami Izuho, Ted Goebel etc.) (z-lib.org).pdf",10,32638,0.00,2026-03-25T20:17:49.843739
productionslithiquesarchipelindonésien,data/google-drive-pdfs/productionslithiquesarchipelindonésien.pdf,74,173897,0.00,2026-03-25T20:17:49.844397
purnomo-et-al-2024-the-genetic-origins-and-impacts-of-historical-papuan-migrations-into-wallacea,data/google-drive-pdfs/purnomo-et-al-2024-the-genetic-origins-and-impacts-of-historical-papuan-migrations-into-wallacea.pdf,10,71645,0.00,2026-03-25T20:17:49.844948
s10814-020-09149-7,data/google-drive-pdfs/s10814-020-09149-7.pdf,72,230736,0.00,2026-03-25T20:17:49.845689
s10816-020-09480-9,data/google-drive-pdfs/s10816-020-09480-9.pdf,45,166024,0.00,2026-03-25T20:17:49.846282
s11434-008-0263-z,data/google-drive-pdfs/s11434-008-0263-z.pdf,7,26236,0.00,2026-03-25T20:17:49.846632
s41467-020-15969-4,data/google-drive-pdfs/s41467-020-15969-4.pdf,11,56130,0.00,2026-03-25T20:17:49.847091
s41467-024-47662-1,data/google-drive-pdfs/s41467-024-47662-1.pdf,14,83264,0.00,2026-03-25T20:17:49.847467
s41467-024-48395-x,data/google-drive-pdfs/s41467-024-48395-x.pdf,15,89199,0.00,2026-03-25T20:17:49.847854
s41467-024-53918-7,data/google-drive-pdfs/s41467-024-53918-7.pdf,3,16943,0.00,2026-03-25T20:17:49.848084
s41559-021-01408-0,data/google-drive-pdfs/s41559-021-01408-0.pdf,11,74621,0.00,2026-03-25T20:17:49.848464
s41559-024-02488-4,data/google-drive-pdfs/s41559-024-02488-4.pdf,15,78241,0.00,2026-03-25T20:17:49.848848
s41576-023-00643-4,data/google-drive-pdfs/s41576-023-00643-4.pdf,21,125671,0.00,2026-03-25T20:17:49.849351
s41586-019-1806-y,data/google-drive-pdfs/s41586-019-1806-y.pdf,18,52203,0.00,2026-03-25T20:17:49.849707
s41586-021-03823-6,data/google-drive-pdfs/s41586-021-03823-6.pdf,23,67201,0.00,2026-03-25T20:17:49.850101
s41598-018-35426-z,data/google-drive-pdfs/s41598-018-35426-z.pdf,12,64475,0.00,2026-03-25T20:17:49.850430
s41598-021-99931-4,data/google-drive-pdfs/s41598-021-99931-4.pdf,14,75034,0.00,2026-03-25T20:17:49.850934
s41598-022-23206-9,data/google-drive-pdfs/s41598-022-23206-9.pdf,12,67300,0.00,2026-03-25T20:17:49.851283
s41598-022-25810-1,data/google-drive-pdfs/s41598-022-25810-1.pdf,14,62320,0.00,2026-03-25T20:17:49.851636
s42003-023-05388-8,data/google-drive-pdfs/s42003-023-05388-8.pdf,15,83591,0.00,2026-03-25T20:17:49.851997
saHuynhNetworks,data/google-drive-pdfs/saHuynhNetworks.pdf,23,70875,0.00,2026-03-25T20:17:49.852444
sciadv.ady9493_sm,data/google-drive-pdfs/sciadv.ady9493_sm.pdf,63,132179,0.00,2026-03-25T20:17:49.853021
sembiran_and_pacung_on_the_north_coast_of_bali_a_strategic_crossroads_for_early_transasiatic_exchange,data/google-drive-pdfs/sembiran_and_pacung_on_the_north_coast_of_bali_a_strategic_crossroads_for_early_transasiatic_exchange.pdf,19,46335,0.00,2026-03-25T20:17:49.853380
sembiran_the_beginnings_of_indian_contact_with_bali,data/google-drive-pdfs/sembiran_the_beginnings_of_indian_contact_with_bali.pdf,12,43413,0.00,2026-03-25T20:17:49.853689
sofwan_suduttenggara,data/google-drive-pdfs/sofwan_suduttenggara.pdf,15,38409,0.00,2026-03-25T20:17:49.854029
spiceislands,data/google-drive-pdfs/spiceislands.pdf,252,633329,0.00,2026-03-25T20:17:49.855849
sulawesi_symposium_program_,data/google-drive-pdfs/sulawesi_symposium_program_.pdf,12,40206,0.00,2026-03-25T20:17:49.856179
tlij7Y-ch17,data/google-drive-pdfs/tlij7Y-ch17.pdf,33,70176,0.00,2026-03-25T20:17:49.856548
transasiatic_exchange_of_glass_gold_and_bronze_analysis_of_finds_from_the_late_prehistoric_pangkung_paruk_site_bali,data/google-drive-pdfs/transasiatic_exchange_of_glass_gold_and_bronze_analysis_of_finds_from_the_late_prehistoric_pangkung_paruk_site_bali.pdf,17,41149,0.00,2026-03-25T20:17:49.856839
v34n1,data/google-drive-pdfs/v34n1.pdf,32,127490,0.00,2026-03-25T20:17:49.857426
women-and-boat-rock-art-maritime-route-in-the-southeast-8e7actwf,data/google-drive-pdfs/women-and-boat-rock-art-maritime-route-in-the-southeast-8e7actwf.pdf,6,22990,0.00,2026-03-25T20:17:49.857718
yYryD1-ch21,data/google-drive-pdfs/yYryD1-ch21.pdf,14,41170,0.00,2026-03-25T20:17:49.857973
zzzz-Innermost-2002-wholebookfromPLR160829,data/google-drive-pdfs/zzzz-Innermost-2002-wholebookfromPLR160829.pdf,226,484649,0.00,2026-03-25T20:17:49.859478
